Timestamp,CPU,Memory,IO
2025-04-14 12:50:43,some avg10=9.88 avg60=3.63 avg300=0.97 total=22435221299,"some avg10=0.02 avg60=0.08 avg300=0.07 total=44987602
full avg10=0.01 avg60=0.05 avg300=0.05 total=31581584","some avg10=3.42 avg60=2.25 avg300=1.01 total=4190726886
full avg10=2.39 avg60=1.75 avg300=0.83 total=2195571506"
2025-04-14 12:50:44,some avg10=11.90 avg60=4.20 avg300=1.11 total=22435385875,"some avg10=0.01 avg60=0.08 avg300=0.06 total=44987602
full avg10=0.01 avg60=0.05 avg300=0.05 total=31581584","some avg10=6.24 avg60=2.80 avg300=1.13 total=4190727127
full avg10=2.50 avg60=1.79 avg300=0.85 total=2195571747"
2025-04-14 12:50:45,some avg10=11.90 avg60=4.20 avg300=1.11 total=22435694082,"some avg10=0.01 avg60=0.08 avg300=0.06 total=44987602
full avg10=0.01 avg60=0.05 avg300=0.05 total=31581584","some avg10=6.24 avg60=2.80 avg300=1.13 total=4190727127
full avg10=2.50 avg60=1.79 avg300=0.85 total=2195571747"
2025-04-14 12:50:46,some avg10=14.09 avg60=4.84 avg300=1.26 total=22435955442,"some avg10=0.01 avg60=0.08 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.05 avg300=0.05 total=31581584","some avg10=5.11 avg60=2.70 avg300=1.12 total=4190727708
full avg10=2.05 avg60=1.73 avg300=0.84 total=2195571976"
2025-04-14 12:50:47,some avg10=14.09 avg60=4.84 avg300=1.26 total=22436228588,"some avg10=0.01 avg60=0.08 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.05 avg300=0.05 total=31581584","some avg10=5.11 avg60=2.70 avg300=1.12 total=4190727708
full avg10=2.05 avg60=1.73 avg300=0.84 total=2195571976"
2025-04-14 12:50:48,some avg10=16.25 avg60=5.54 avg300=1.43 total=22436461948,"some avg10=0.01 avg60=0.08 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.05 avg300=0.05 total=31581584","some avg10=4.18 avg60=2.62 avg300=1.11 total=4190737679
full avg10=1.67 avg60=1.67 avg300=0.84 total=2195571976"
2025-04-14 12:50:49,some avg10=16.25 avg60=5.54 avg300=1.43 total=22436642059,"some avg10=0.01 avg60=0.08 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.05 avg300=0.05 total=31581584","some avg10=4.18 avg60=2.62 avg300=1.11 total=4190743796
full avg10=1.67 avg60=1.67 avg300=0.84 total=2195572038"
2025-04-14 12:50:50,some avg10=16.92 avg60=6.01 avg300=1.56 total=22436886021,"some avg10=0.01 avg60=0.07 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.04 avg300=0.05 total=31581584","some avg10=3.42 avg60=2.53 avg300=1.10 total=4190744059
full avg10=1.37 avg60=1.62 avg300=0.83 total=2195572038"
2025-04-14 12:50:51,some avg10=16.92 avg60=6.01 avg300=1.56 total=22437091417,"some avg10=0.01 avg60=0.07 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.04 avg300=0.05 total=31581584","some avg10=3.42 avg60=2.53 avg300=1.10 total=4190744059
full avg10=1.37 avg60=1.62 avg300=0.83 total=2195572038"
2025-04-14 12:50:52,some avg10=18.21 avg60=6.60 avg300=1.71 total=22437317833,"some avg10=0.00 avg60=0.07 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.04 avg300=0.05 total=31581584","some avg10=2.80 avg60=2.45 avg300=1.10 total=4190744332
full avg10=1.12 avg60=1.56 avg300=0.83 total=2195572038"
2025-04-14 12:50:53,some avg10=18.21 avg60=6.60 avg300=1.71 total=22437479979,"some avg10=0.00 avg60=0.07 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.04 avg300=0.05 total=31581584","some avg10=2.80 avg60=2.45 avg300=1.10 total=4190759842
full avg10=1.12 avg60=1.56 avg300=0.83 total=2195575193"
2025-04-14 12:50:54,some avg10=17.99 avg60=6.94 avg300=1.82 total=22437695947,"some avg10=0.00 avg60=0.07 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.04 avg300=0.05 total=31581584","some avg10=2.29 avg60=2.37 avg300=1.09 total=4190760127
full avg10=0.92 avg60=1.51 avg300=0.82 total=2195575240"
2025-04-14 12:50:55,some avg10=17.99 avg60=6.94 avg300=1.82 total=22437849590,"some avg10=0.00 avg60=0.07 avg300=0.06 total=44987602
full avg10=0.00 avg60=0.04 avg300=0.05 total=31581584","some avg10=2.29 avg60=2.37 avg300=1.09 total=4190760127
full avg10=0.92 avg60=1.51 avg300=0.82 total=2195575240"
2025-04-14 12:50:56,some avg10=18.35 avg60=7.37 avg300=1.94 total=22438093345,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.04 avg300=0.05 total=31586248","some avg10=2.24 avg60=2.35 avg300=1.10 total=4190817440
full avg10=0.75 avg60=1.46 avg300=0.81 total=2195594766"
2025-04-14 12:50:57,some avg10=18.35 avg60=7.37 avg300=1.94 total=22438301145,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.04 avg300=0.05 total=31586248","some avg10=2.24 avg60=2.35 avg300=1.10 total=4190817440
full avg10=0.75 avg60=1.46 avg300=0.81 total=2195594766"
2025-04-14 12:50:58,some avg10=18.10 avg60=7.68 avg300=2.05 total=22438361077,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.04 avg300=0.05 total=31586248","some avg10=1.83 avg60=2.28 avg300=1.09 total=4190832257
full avg10=0.61 avg60=1.41 avg300=0.81 total=2195607302"
2025-04-14 12:50:59,some avg10=18.10 avg60=7.68 avg300=2.05 total=22438470616,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.04 avg300=0.05 total=31586248","some avg10=1.83 avg60=2.28 avg300=1.09 total=4190832257
full avg10=0.61 avg60=1.41 avg300=0.81 total=2195607302"
2025-04-14 12:51:00,some avg10=17.00 avg60=7.82 avg300=2.12 total=22438697822,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.04 avg300=0.05 total=31586248","some avg10=1.50 avg60=2.20 avg300=1.08 total=4190832548
full avg10=0.50 avg60=1.37 avg300=0.80 total=2195607302"
2025-04-14 12:51:01,some avg10=17.00 avg60=7.82 avg300=2.12 total=22438908590,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.04 avg300=0.05 total=31586248","some avg10=1.50 avg60=2.20 avg300=1.08 total=4190937792
full avg10=0.50 avg60=1.37 avg300=0.80 total=2195629977"
2025-04-14 12:51:02,some avg10=18.45 avg60=8.38 avg300=2.27 total=22439184498,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.03 avg300=0.05 total=31586248","some avg10=2.13 avg60=2.29 avg300=1.11 total=4190937792
full avg10=0.59 avg60=1.35 avg300=0.80 total=2195629977"
2025-04-14 12:51:03,some avg10=18.45 avg60=8.38 avg300=2.27 total=22439412405,"some avg10=0.00 avg60=0.06 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.03 avg300=0.05 total=31586248","some avg10=2.13 avg60=2.29 avg300=1.11 total=4190955019
full avg10=0.59 avg60=1.35 avg300=0.80 total=2195634597"
2025-04-14 12:51:04,some avg10=18.73 avg60=8.76 avg300=2.39 total=22439559404,"some avg10=0.00 avg60=0.05 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.03 avg300=0.05 total=31586248","some avg10=1.75 avg60=2.22 avg300=1.10 total=4190955019
full avg10=0.48 avg60=1.31 avg300=0.80 total=2195634597"
2025-04-14 12:51:05,some avg10=18.73 avg60=8.76 avg300=2.39 total=22439680708,"some avg10=0.00 avg60=0.05 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.03 avg300=0.05 total=31586248","some avg10=1.75 avg60=2.22 avg300=1.10 total=4190955251
full avg10=0.48 avg60=1.31 avg300=0.80 total=2195634663"
2025-04-14 12:51:06,some avg10=16.96 avg60=8.77 avg300=2.44 total=22439690147,"some avg10=0.00 avg60=0.05 avg300=0.06 total=45001145
full avg10=0.00 avg60=0.03 avg300=0.05 total=31586248","some avg10=1.43 avg60=2.15 avg300=1.09 total=4191056830
full avg10=0.39 avg60=1.27 avg300=0.79 total=2195711484"
